0,-1.84
0.004,-1.84
0.008,-1.84
0.012,-1.84
0.016,-1.84
0.02,-1.84
0.024,-1.84
0.028,-1.84
0.032,-1.84
0.036,-1.84
0.04,-1.84
0.044,-1.84
0.048,-1.84
0.052,-1.84
0.056,-1.84
0.06,-1.84
0.064,-1.84
0.068,-1.84
0.072,-1.84
0.076,-1.84
0.08,-1.84
0.084,-1.84
0.088,-1.84
0.092,-1.84
0.096,-1.84
0.1,-1.84
0.104,-1.84
0.108,-1.84
0.112,-1.84
0.116,-1.84
0.12,-1.84
0.124,-1.84
0.128,-1.84
0.132,-1.84
0.136,-1.84
0.14,-1.84
0.144,-1.84
0.148,-1.84
0.152,-1.84
0.156,-1.84
0.16,-1.84
0.164,-1.84
0.168,-1.84
0.172,-1.84
0.176,-1.84
0.18,-1.84
0.184,-1.84
0.188,-1.84
0.192,-1.84
0.196,-1.84
0.2,-1.84
0.204,-1.84
0.208,-1.84
0.212,-1.84
0.216,-1.84
0.22,-1.84
0.224,-1.84
0.228,-1.84
0.232,-1.84
0.236,-1.84
0.24,-1.84
0.244,-1.84
0.248,-1.84
0.252,-1.84
0.256,-1.84
0.26,-1.84
0.264,-1.84
0.268,-1.84
0.272,-1.84
0.276,0.68
0.28,0.74
0.284,0.72
0.288,0.72
0.292,0.7
0.296,0.7
0.3,0.68
0.304,0.64
0.308,0.6
0.312,0.58
0.316,0.54
0.32,0.48
0.324,0.46
0.328,0.44
0.332,0.38
0.336,0.34
0.34,0.28
0.344,0.28
0.348,0.22
0.352,0.28
0.356,0.34
0.36,0.36
0.364,0.38
0.368,0.44
0.372,0.46
0.376,0.44
0.38,0.46
0.384,0.42
0.388,0.42
0.392,0.36
0.396,0.34
0.4,0.28
0.404,0.26
0.408,0.2
0.412,0.2
0.416,0.12
0.42,0.12
0.424,0.08
0.428,0.02
0.432,0
0.436,0
0.44,0.04
0.444,0.08
0.448,0.12
0.452,0.16
0.456,0.22
0.46,0.26
0.464,0.24
0.468,0.2
0.472,0.2
0.476,0.16
0.48,0.14
0.484,0.1
0.488,0.06
0.492,0.04
0.496,-0.02
0.5,-0.06
0.504,-0.08
0.508,-0.1
0.512,-0.16
0.516,-0.2
0.52,-0.26
0.524,-0.22
0.528,-0.16
0.532,-0.12
0.536,-0.06
0.54,-0.02
0.544,0.02
0.548,0.04
0.552,0
0.556,0.02
0.56,0.02
0.564,-0.02
0.568,-0.04
0.572,-0.1
0.576,-0.14
0.58,-0.18
0.584,-0.22
0.588,-0.24
0.592,-0.3
0.596,-0.34
0.6,-0.4
0.604,-0.4
0.608,-0.42
0.612,-0.34
0.616,-0.34
0.62,-0.28
0.624,-0.24
0.628,-0.2
0.632,-0.16
0.636,-0.1
0.64,-0.12
0.644,-0.16
0.648,-0.14
0.652,-0.18
0.656,-0.22
0.66,-0.26
0.664,-0.3
0.668,-0.34
0.672,-0.38
0.676,-0.4
0.68,-0.46
0.684,-0.5
0.688,-0.54
0.692,-0.6
0.696,-0.54
0.7,-0.5
0.704,-0.46
0.708,-0.42
0.712,-0.36
0.716,-0.32
0.72,-0.28
0.724,-0.26
0.728,-0.24
0.732,-0.28
0.736,-0.28
0.74,-0.32
0.744,-0.36
0.748,-0.4
0.752,-0.44
0.756,-0.46
0.76,-0.52
0.764,-0.54
0.768,-0.6
0.772,-0.64
0.776,-0.68
0.78,-0.7
0.784,-0.62
0.788,-0.6
0.792,-0.56
0.796,-0.52
0.8,-0.48
0.804,-0.42
0.808,-0.34
0.812,-0.32
0.816,-0.34
0.82,-0.34
0.824,-0.38
0.828,-0.4
0.832,-0.48
0.836,-0.5
0.84,-0.54
0.844,-0.58
0.848,-0.62
0.852,-0.64
0.856,-0.68
0.86,-0.72
0.864,-0.78
0.868,-0.76
0.872,-0.72
0.876,-0.64
0.88,-0.62
0.884,-0.6
0.888,-0.54
0.892,-0.5
0.896,-0.46
0.9,-0.4
0.904,-0.42
0.908,-0.44
0.912,-0.46
0.916,-0.5
0.92,-0.54
0.924,-0.58
0.928,-0.62
0.932,-0.66
0.936,-0.68
0.94,-0.74
0.944,-0.76
0.948,-0.8
0.952,-0.86
0.956,-0.78
0.96,-0.76
0.964,-0.72
0.968,-0.68
0.972,-0.62
0.976,-0.58
0.98,-0.54
0.984,-0.48
0.988,-0.44
0.992,-0.44
0.996,-0.44
1,-0.48
1.004,-0.54
1.008,-0.56
1.012,-0.62
1.016,-0.68
1.02,-0.7
1.024,-0.72
1.028,-0.78
1.032,-0.8
1.036,-0.82
1.04,-0.84
1.044,-0.8
1.048,-0.74
1.052,-0.7
1.056,-0.66
1.06,-0.66
1.064,-0.58
1.068,-0.54
1.072,-0.48
1.076,-0.46
1.08,-0.44
1.084,-0.48
1.088,-0.54
1.092,-0.58
1.096,-0.6
1.1,-0.64
1.104,-0.68
1.108,-0.74
1.112,-0.76
1.116,-0.8
1.12,-0.86
1.124,-0.86
1.128,-0.84
1.132,-0.8
1.136,-0.76
1.14,-0.7
1.144,-0.68
1.148,-0.62
1.152,-0.58
1.156,-0.52
1.16,-0.48
1.164,-0.44
1.168,-0.44
1.172,-0.5
1.176,-0.54
1.18,-0.58
1.184,-0.62
1.188,-0.64
1.192,-0.66
1.196,-0.72
1.2,-0.76
1.204,-0.78
1.208,-0.82
1.212,-0.84
1.216,-0.8
1.22,-0.76
1.224,-0.7
1.228,-0.68
1.232,-0.62
1.236,-0.6
1.24,-0.54
1.244,-0.5
1.248,-0.44
1.252,-0.4
1.256,-0.44
1.26,-0.48
1.264,-0.52
1.268,-0.56
1.272,-0.62
1.276,-0.64
1.28,-0.68
1.284,-0.74
1.288,-0.78
1.292,-0.8
1.296,-0.82
1.3,-0.8
1.304,-0.78
1.308,-0.74
1.312,-0.68
1.316,-0.64
1.32,-0.6
1.324,-0.56
1.328,-0.54
1.332,-0.46
1.336,-0.42
1.34,-0.4
1.344,-0.46
1.348,-0.5
1.352,-0.52
1.356,-0.58
1.36,-0.62
1.364,-0.64
1.368,-0.66
1.372,-0.72
1.376,-0.76
1.38,-0.8
1.384,-0.82
1.388,-0.78
1.392,-0.74
1.396,-0.7
1.4,-0.64
1.404,-0.62
1.408,-0.54
1.412,-0.5
1.416,-0.46
1.42,-0.44
1.424,-0.36
1.428,-0.38
1.432,-0.46
1.436,-0.5
1.44,-0.54
1.444,-0.56
1.448,-0.62
1.452,-0.66
1.456,-0.68
1.46,-0.74
1.464,-0.76
1.468,-0.8
1.472,-0.78
1.476,-0.74
1.48,-0.68
1.484,-0.64
1.488,-0.6
1.492,-0.56
1.496,-0.54
1.5,-0.46
1.504,-0.44
1.508,-0.36
1.512,-0.38
1.516,-0.42
1.52,-0.46
1.524,-0.48
1.528,-0.54
1.532,-0.56
1.536,-0.6
1.54,-0.64
1.544,-0.68
1.548,-0.72
1.552,-0.76
1.556,-0.8
1.56,-0.76
1.564,-0.7
1.568,-0.64
1.572,-0.6
1.576,-0.56
1.58,-0.54
1.584,-0.5
1.588,-0.44
1.592,-0.4
1.596,-0.36
1.6,-0.36
1.604,-0.42
1.608,-0.44
1.612,-0.48
1.616,-0.52
1.62,-0.56
1.624,-0.62
1.628,-0.64
1.632,-0.68
1.636,-0.74
1.64,-0.76
1.644,-0.76
1.648,-0.7
1.652,-0.68
1.656,-0.62
1.66,-0.6
1.664,-0.54
1.668,-0.48
1.672,-0.44
1.676,-0.4
1.68,-0.36
1.684,-0.32
1.688,-0.38
1.692,-0.4
1.696,-0.42
1.7,-0.48
1.704,-0.54
1.708,-0.58
1.712,-0.62
1.716,-0.64
1.72,-0.68
1.724,-0.74
1.728,-0.76
1.732,-0.72
1.736,-0.7
1.74,-0.64
1.744,-0.6
1.748,-0.54
1.752,-0.52
1.756,-0.44
1.76,-0.42
1.764,-0.38
1.768,-0.32
1.772,-0.32
1.776,-0.36
1.78,-0.4
1.784,-0.46
1.788,-0.48
1.792,-0.52
1.796,-0.58
1.8,-0.6
1.804,-0.64
1.808,-0.66
1.812,-0.72
1.816,-0.74
1.82,-0.7
1.824,-0.64
1.828,-0.6
1.832,-0.56
1.836,-0.5
1.84,-0.46
1.844,-0.42
1.848,-0.38
1.852,-0.34
1.856,-0.3
1.86,-0.34
1.864,-0.38
1.868,-0.4
1.872,-0.46
1.876,-0.48
1.88,-0.52
1.884,-0.58
1.888,-0.64
1.892,-0.64
1.896,-0.68
1.9,-0.7
1.904,-0.7
1.908,-0.64
1.912,-0.62
1.916,-0.54
1.92,-0.54
1.924,-0.48
1.928,-0.44
1.932,-0.38
1.936,-0.32
1.94,-0.32
1.944,-0.32
1.948,-0.34
1.952,-0.38
1.956,-0.4
1.96,-0.44
1.964,-0.5
1.968,-0.52
1.972,-0.58
1.976,-0.62
1.98,-0.66
1.984,-0.7
1.988,-0.7
1.992,-0.66
1.996,-0.6
2,-0.58
2.004,-0.52
2.008,-0.48
2.012,-0.46
2.016,-0.4
2.02,-0.36
2.024,-0.3
2.028,-0.28
2.032,-0.28
2.036,-0.32
2.04,-0.38
2.044,-0.42
2.048,-0.46
2.052,-0.5
2.056,-0.54
2.06,-0.54
2.064,-0.6
2.068,-0.62
2.072,-0.7
2.076,-0.66
2.08,-0.64
2.084,-0.6
2.088,-0.54
2.092,-0.5
2.096,-0.44
2.1,-0.42
2.104,-0.34
2.108,-0.32
2.112,-0.26
2.116,-0.28
2.12,-0.28
2.124,-0.34
2.128,-0.38
2.132,-0.4
2.136,-0.44
2.14,-0.48
2.144,-0.54
2.148,-0.56
2.152,-0.6
2.156,-0.64
2.16,-0.68
2.164,-0.64
2.168,-0.6
2.172,-0.54
2.176,-0.52
2.18,-0.48
2.184,-0.42
2.188,-0.38
2.192,-0.32
2.196,-0.28
2.2,-0.22
2.204,-0.26
2.208,-0.28
2.212,-0.32
2.216,-0.38
2.22,-0.42
2.224,-0.46
2.228,-0.48
2.232,-0.52
2.236,-0.58
2.24,-0.6
2.244,-0.64
2.248,-0.64
2.252,-0.6
2.256,-0.6
2.26,-0.52
2.264,-0.48
2.268,-0.44
2.272,-0.38
2.276,-0.34
2.28,-0.28
2.284,-0.26
2.288,-0.22
2.292,-0.26
2.296,-0.28
2.3,-0.32
2.304,-0.4
2.308,-0.4
2.312,-0.46
2.316,-0.5
2.32,-0.52
2.324,-0.6
2.328,-0.6
2.332,-0.64
2.336,-0.62
2.34,-0.56
2.344,-0.54
2.348,-0.46
2.352,-0.42
2.356,-0.4
2.36,-0.34
2.364,-0.32
2.368,-0.26
2.372,-0.22
2.376,-0.22
2.38,-0.28
2.384,-0.3
2.388,-0.32
2.392,-0.4
2.396,-0.4
2.4,-0.46
2.404,-0.5
2.408,-0.52
2.412,-0.58
2.416,-0.62
2.42,-0.6
2.424,-0.6
2.428,-0.54
2.432,-0.48
2.436,-0.44
2.44,-0.4
2.444,-0.34
2.448,-0.32
2.452,-0.28
2.456,-0.22
2.46,-0.18
2.464,-0.22
2.468,-0.24
2.472,-0.32
2.476,-0.32
2.48,-0.38
2.484,-0.4
2.488,-0.46
2.492,-0.48
2.496,-0.54
2.5,-0.54
2.504,-0.62
2.508,-0.58
2.512,-0.54
2.516,-0.5
2.52,-0.44
2.524,-0.4
2.528,-0.34
2.532,-0.32
2.536,-0.28
2.54,-0.22
2.544,-0.18
2.548,-0.2
2.552,-0.24
2.556,-0.28
2.56,-0.28
2.564,-0.34
2.568,-0.38
2.572,-0.42
2.576,-0.44
2.58,-0.48
2.584,-0.54
2.588,-0.56
2.592,-0.6
2.596,-0.54
2.6,-0.52
2.604,-0.48
2.608,-0.44
2.612,-0.36
2.616,-0.34
2.62,-0.28
2.624,-0.24
2.628,-0.22
2.632,-0.12
2.636,-0.18
2.64,-0.2
2.644,-0.26
2.648,-0.3
2.652,-0.36
2.656,-0.38
2.66,-0.42
2.664,-0.46
2.668,-0.52
2.672,-0.52
2.676,-0.56
2.68,-0.52
2.684,-0.48
2.688,-0.42
2.692,-0.38
2.696,-0.32
2.7,-0.32
2.704,-0.26
2.708,-0.22
2.712,-0.18
2.716,-0.12
2.72,-0.1
2.724,-0.14
2.728,-0.16
2.732,-0.22
2.736,-0.28
2.74,-0.32
2.744,-0.34
2.748,-0.38
2.752,-0.36
2.756,-0.34
2.76,-0.34
2.764,-0.34
2.768,-0.28
2.772,-0.24
2.776,-0.2
2.78,-0.16
2.784,-0.12
2.788,-0.06
2.792,-0.02
2.796,0.04
2.8,0.08
2.804,0.1
2.808,0.1
2.812,0.06
2.816,0.02
2.82,-0.02
2.824,-0.06
2.828,-0.1
2.832,-0.16
2.836,-0.16
2.84,-0.16
2.844,-0.14
2.848,-0.14
2.852,-0.1
2.856,-0.06
2.86,-0.02
2.864,0.02
2.868,0.08
2.872,0.12
2.876,0.16
2.88,0.24
2.884,0.24
2.888,0.3
2.892,0.32
2.896,0.26
