-0.00125,-4.8
-0.001249,-4.8
-0.001248,-4.8
-0.001247,-4.8
-0.001246,-4.8
-0.001245,-4.8
-0.001244,-4.8
-0.001243,-4.8
-0.001242,-4.8
-0.001241,-4.8
-0.00124,-4.8
-0.001239,-4.8
-0.001238,-4.8
-0.001237,-4.8
-0.001236,-4.8
-0.001235,-4.8
-0.001234,-4.8
-0.001233,-4.8
-0.001232,-4.8
-0.001231,-4.8
-0.00123,-4.8
-0.001229,-5
-0.001228,-4.8
-0.001227,-5
-0.001226,-4.8
-0.001225,-4.8
-0.001224,-4.8
-0.001223,-4.8
-0.001222,-4.8
-0.001221,-4.8
-0.00122,-4.8
-0.001219,-4.8
-0.001218,-4.8
-0.001217,-4.8
-0.001216,-5
-0.001215,-5
-0.001214,-4.8
-0.001213,-4.8
-0.001212,-4.8
-0.001211,-4.8
-0.00121,-4.8
-0.001209,-4.8
-0.001208,-4.8
-0.001207,-4.8
-0.001206,-4.8
-0.001205,-4.8
-0.001204,-4.8
-0.001203,-4.8
-0.001202,-4.8
-0.001201,-4.8
-0.0012,-4.8
-0.001199,-5
-0.001198,-4.8
-0.001197,-4.8
-0.001196,-4.8
-0.001195,-4.8
-0.001194,-4.8
-0.001193,-4.8
-0.001192,-4.8
-0.001191,-4.8
-0.00119,-4.8
-0.001189,-4.8
-0.001188,-4.8
-0.001187,-4.8
-0.001186,-4.8
-0.001185,-4.8
-0.001184,-4.8
-0.001183,-4.8
-0.001182,-4.8
-0.001181,-4.8
-0.00118,-4.8
-0.001179,-4.8
-0.001178,-4.8
-0.001177,-4.8
-0.001176,-4.8
-0.001175,-4.8
-0.001174,-4.8
-0.001173,-4.8
-0.001172,-4.8
-0.001171,-4.8
-0.00117,-4.8
-0.001169,-4.8
-0.001168,-4.8
-0.001167,-4.8
-0.001166,-4.8
-0.001165,-4.8
-0.001164,-4.8
-0.001163,-4.8
-0.001162,-4.8
-0.001161,-4.8
-0.00116,-4.8
-0.001159,-4.8
-0.001158,-4.8
-0.001157,-4.8
-0.001156,-4.8
-0.001155,-4.8
-0.001154,-4.8
-0.001153,-4.8
-0.001152,-4.8
-0.001151,-4.8
-0.00115,-4.8
-0.001149,-4.8
-0.001148,-4.8
-0.001147,-5
-0.001146,-4.8
-0.001145,-4.8
-0.001144,-4.8
-0.001143,-4.8
-0.001142,-4.8
-0.001141,-5
-0.00114,-4.8
-0.001139,-4.8
-0.001138,-4.8
-0.001137,-4.8
-0.001136,-4.8
-0.001135,-4.8
-0.001134,-4.8
-0.001133,-4.8
-0.001132,-4.8
-0.001131,-4.8
-0.00113,-4.8
-0.001129,-4.8
-0.001128,-4.8
-0.001127,-4.8
-0.001126,-4.8
-0.001125,-4.8
-0.001124,-4.8
-0.001123,-4.8
-0.001122,-4.8
-0.001121,-4.8
-0.00112,-4.8
-0.001119,-4.8
-0.001118,-4.8
-0.001117,-4.8
-0.001116,-4.8
-0.001115,-4.8
-0.001114,-4.8
-0.001113,-4.8
-0.001112,-4.8
-0.001111,-4.8
-0.00111,-4.8
-0.001109,-4.8
-0.001108,-4.8
-0.001107,-4.8
-0.001106,-4.8
-0.001105,-4.8
-0.001104,-4.8
-0.001103,-4.8
-0.001102,-4.8
-0.001101,-4.8
-0.0011,-5
-0.001099,-5
-0.001098,-4.8
-0.001097,-4.8
-0.001096,-5
-0.001095,-4.8
-0.001094,-4.8
-0.001093,-4.8
-0.001092,-4.8
-0.001091,-4.8
-0.00109,-4.8
-0.001089,-4.8
-0.001088,-4.8
-0.001087,-4.8
-0.001086,-4.8
-0.001085,-4.8
-0.001084,-4.8
-0.001083,-4.8
-0.001082,-4.8
-0.001081,-4.8
-0.00108,-4.8
-0.001079,-4.8
-0.001078,-4.8
-0.001077,-4.4
-0.001076,-4.2
-0.001075,-3.8
-0.001074,-3.2
-0.001073,-2.6
-0.001072,-2.2
-0.001071,-1.4
-0.00107,-0.8
-0.001069,-0.2
-0.001068,0.6
-0.001067,1
-0.001066,1.8
-0.001065,2.2
-0.001064,2.8
-0.001063,3.2
-0.001062,3.6
-0.001061,4
-0.00106,4.4
-0.001059,4.8
-0.001058,5.2
-0.001057,5.4
-0.001056,5.8
-0.001055,5.8
-0.001054,6
-0.001053,6
-0.001052,6.2
-0.001051,6.2
-0.00105,6.2
-0.001049,6.2
-0.001048,6.2
-0.001047,6.2
-0.001046,6.2
-0.001045,6.2
-0.001044,6.2
-0.001043,6
-0.001042,6
-0.001041,6
-0.00104,5.8
-0.001039,5.8
-0.001038,5.8
-0.001037,5.6
-0.001036,5.4
-0.001035,5.4
-0.001034,5.4
-0.001033,5.2
-0.001032,5.2
-0.001031,5.2
-0.00103,5
-0.001029,5
-0.001028,5
-0.001027,5
-0.001026,5
-0.001025,5
-0.001024,5
-0.001023,4.8
-0.001022,4.8
-0.001021,4.8
-0.00102,4.8
-0.001019,4.8
-0.001018,4.8
-0.001017,4.8
-0.001016,4.8
-0.001015,4.8
-0.001014,4.8
-0.001013,4.8
-0.001012,4.8
-0.001011,4.8
-0.00101,4.8
-0.001009,4.8
-0.001008,4.8
-0.001007,5
-0.001006,5
-0.001005,4.8
-0.001004,4.8
-0.001003,5
-0.001002,5
-0.001001,5
-0.001,5
-0.000999,5
-0.000998,5
-0.000997,5
-0.000996,5
-0.000995,5
-0.000994,5
-0.000993,5
-0.000992,5
-0.000991,5
-0.00099,5
-0.000989,5
-0.000988,5
-0.000987,5
-0.000986,5
-0.000985,5
-0.000984,5
-0.000983,5
-0.000982,5
-0.000981,5
-0.00098,5
-0.000979,5
-0.000978,5
-0.000977,5
-0.000976,5
-0.000975,5
-0.000974,5
-0.000973,5
-0.000972,5
-0.000971,5
-0.00097,5
-0.000969,4.8
-0.000968,5
-0.000967,5
-0.000966,5
-0.000965,5
-0.000964,5
-0.000963,4.8
-0.000962,5
-0.000961,5
-0.00096,5
-0.000959,5
-0.000958,5
-0.000957,5
-0.000956,5
-0.000955,5
-0.000954,5
-0.000953,5
-0.000952,5
-0.000951,5
-0.00095,5
-0.000949,5
-0.000948,4.8
-0.000947,5
-0.000946,5
-0.000945,5
-0.000944,5
-0.000943,5
-0.000942,5
-0.000941,5
-0.00094,5
-0.000939,4.8
-0.000938,5
-0.000937,5
-0.000936,5
-0.000935,5
